	SRR6924534	SRR6924535	SRR6924536	SRR6924547	SRR6924548	SRR6924549
gene:Bcin10g04840	2	4	7	7	3	7
gene:Bcin10g04850	1438	1492	1544	1535	1223	920
gene:Bcin10g04860	12	15	15	8	14	18
gene:Bcin10g04870	0	1	2	0	0	0
gene:Bcin10g04880	1646	1982	1437	1067	951	820
gene:Bcin10g04890	341	389	340	325	215	205
gene:Bcin10g04900	1187	1449	1227	2576	2095	1770
gene:Bcin10g04910	457	494	424	395	283	244
gene:Bcin10g04920	416	475	432	539	361	325
gene:ENSRNA049511632	0	0	0	0	0	0
gene:EFBcG00000013136	0	0	0	0	0	0
gene:Bcin10g04930	3	8	3	7	4	7
gene:Bcin10g04940	303	392	255	577	440	344
gene:Bcin10g04950	1317	1506	1336	2393	2513	1684
gene:Bcin10g04960	158	151	167	239	228	196
gene:Bcin10g04970	202	256	113	876	729	767
gene:Bcin10g04980	74	86	79	340	592	409
gene:Bcin10g04990	1340	1437	1347	2038	2542	1258
gene:Bcin10g05000	540	579	567	1190	882	689
gene:Bcin10g05010	6472	6461	2061	18	12	6
gene:Bcin10g05020	7	14	7	2	10	0
gene:Bcin10g05030	0	0	0	0	0	0
gene:Bcin10g05040	1583	1663	1369	2094	1727	1546
gene:Bcin10g05050	4401	5609	4604	5115	3974	3791
gene:Bcin10g05060	51	57	47	293	144	151
gene:Bcin10g05070	1	2	0	1	2	1
gene:Bcin10g05080	16	10	12	30	20	11
gene:Bcin10g05090	4504	4890	4535	6594	5662	5021
gene:Bcin10g05100	3645	3836	3041	1090	1096	993
gene:Bcin10g05110	10	11	6	16	10	11
gene:Bcin10g05120	3	2	0	5	1	2
gene:Bcin10g05130	415	418	330	258	230	135
gene:Bcin10g05140	206	217	196	186	129	130
gene:Bcin10g05150	1689	1601	1402	1787	1476	1270
gene:Bcin10g05160	1	2	1	1	3	3
gene:Bcin10g05170	205	228	213	217	146	132
gene:Bcin10g05180	3349	3945	2872	4550	4028	3227
gene:Bcin10g05190	177	154	162	238	229	200
gene:Bcin10g05200	1	2	0	2	3	1
gene:Bcin10g05210	4	14	4	14	13	14
gene:Bcin10g05220	6	9	2	17	9	8
gene:Bcin10g05230	1590	2522	970	1561	2193	1675
gene:Bcin10g05240	441	477	375	486	583	505
gene:Bcin10g05250	958	1108	928	550	445	374
gene:Bcin10g05260	157	188	131	138	122	67
gene:Bcin10g05270	268	286	223	222	154	148
gene:Bcin10g05280	1342	1585	1495	2405	2456	2186
gene:Bcin10g05290	1192	1287	1087	602	696	550
gene:Bcin10g05300	125	127	109	68	71	45
gene:Bcin10g05310	2635	2522	3139	4746	2654	2777
gene:Bcin10g05320	749	784	630	989	796	586
gene:Bcin10g05330	696	645	648	2605	3025	2078
gene:Bcin10g05340	121	124	132	320	353	253
gene:Bcin10g05350	213	256	238	174	191	116
gene:Bcin10g05360	556	602	622	259	274	270
gene:Bcin10g05370	756	946	918	1244	2291	1459
gene:Bcin10g05380	294	323	285	249	191	186
gene:Bcin10g05390	434	503	362	417	242	257
gene:Bcin10g05400	5680	6743	5116	4875	3433	3183
gene:Bcin10g05410	3241	3483	2873	3220	1972	2070
gene:Bcin10g05420	626	641	574	397	432	300
gene:Bcin10g05430	15507	15183	13356	15074	15966	13029
gene:Bcin10g05440	507	515	476	1658	1547	718
gene:Bcin10g05450	1331	1685	1193	1337	1323	1014
gene:Bcin10g05460	3625	4430	3755	4332	2609	2614
gene:Bcin10g05470	279	330	262	254	186	161
gene:Bcin10g05480	74	81	32	51	49	32
gene:Bcin10g05490	122	155	148	258	148	170
gene:Bcin10g05500	1657	1925	1630	2168	2335	1977
gene:Bcin10g05510	1518	1755	1381	1330	1143	986
gene:Bcin10g05520	924	908	804	546	827	529
gene:Bcin10g05530	926	955	917	19	11	9
gene:Bcin10g05540	478	584	483	666	497	442
gene:Bcin10g05550	21149	21264	21935	963	740	747
gene:Bcin10g05560	5652	5708	5434	4804	6220	4712
gene:Bcin10g05570	0	0	0	0	1	0
gene:Bcin10g05580	29	19	20	7	8	2
gene:Bcin10g05590	31824	26084	32304	157	125	104
gene:Bcin10g05600	323	264	267	618	677	307
gene:Bcin10g05610	502	446	476	2646	4107	1208
gene:Bcin10g05620	103	98	99	24	34	36
gene:Bcin10g05630	6612	7769	5522	299	254	232
gene:Bcin10g05640	2567	2704	2560	2305	1709	1586
gene:Bcin10g05650	301	346	313	442	419	338
gene:Bcin10g05660	747	796	765	481	512	447
gene:Bcin10g05670	96	76	114	573	427	103
gene:Bcin10g05680	171	203	98	290	350	246
gene:Bcin10g05690	1535	1851	1428	3401	4599	1765
gene:Bcin10g05700	247	252	209	652	918	441
gene:Bcin10g05710	3509	2930	4034	8290	10180	6687
gene:Bcin10g05720	613	725	540	904	810	621
gene:Bcin10g05730	131	163	103	77	73	69
gene:Bcin10g05740	887	1019	1094	1331	1024	967
gene:Bcin10g05750	1334	1508	1169	5826	6045	3550
gene:Bcin10g05760	12	14	6	19	28	24
gene:Bcin10g05770	3907	4771	3717	3095	3052	2134
gene:Bcin10g05780	310	371	329	840	1133	452
gene:Bcin10g05790	387	501	381	228	349	302
gene:Bcin10g05800	2680	3025	2190	1200	1684	1266
gene:Bcin10g05810	4	1	3	0	1	1
gene:Bcin10g05820	8	8	8	5	12	1
gene:Bcin10g05830	10	10	12	10	7	6
gene:Bcin10g05840	161	133	26	17	30	16
gene:Bcin10g05850	1756	2150	1474	826	393	334
gene:Bcin10g05870	1868	2296	1737	1437	806	728
gene:Bcin10g05880	250	291	238	251	148	139
gene:Bcin10g05890	779	820	601	1361	872	741
gene:Bcin10g05900	429	445	389	559	478	437
gene:Bcin10g05910	139	158	19	518	767	329
gene:Bcin10g05920	234	261	245	211	196	136
gene:Bcin10g05930	145	147	133	243	131	121
gene:Bcin10g05940	634	787	568	928	819	697
gene:Bcin10g05950	5645	5860	4385	4375	4022	3268
gene:Bcin10g05960	46	30	18	40	29	23
gene:Bcin10g05970	933	1114	858	1449	1413	985
gene:Bcin10g05980	1426	1442	1216	1154	1116	847
gene:Bcin10g05990	1861	1838	1591	1256	1524	1151
gene:Bcin10g06000	481	433	402	393	323	219
gene:EFBcG00000013324	0	0	0	0	0	0
gene:ENSRNA049511589	0	0	0	0	0	0
gene:Bcin10g06010	18024	17476	15303	22760	18843	16439
gene:Bcin10g06020	2233	1983	1943	3291	3343	2466
gene:Bcin10g06030	1622	1626	1474	1469	1174	988
gene:Bcin10g06040	0	0	1	0	0	0
gene:Bcin10g06050	10	5	10	113	18	13
gene:Bcin10g06060	54	69	37	104	112	71
gene:Bcin10g06070	489	473	354	1468	2594	723
gene:Bcin10g06080	739	770	709	1902	2336	946
gene:Bcin10g06090	68	63	65	162	142	111
gene:Bcin10g06100	505	571	379	592	546	421
gene:EFBcG00000013147	0	0	0	0	0	0
gene:ENSRNA049536417	0	0	0	0	0	0
gene:Bcin10g06110	2	1	1	6	1	2
gene:Bcin10g06120	16	13	13	0	1	1
gene:Bcin10g06130	5308	5264	4403	76	89	81
gene:EFBcG00000013108	0	0	0	0	0	0
gene:Bcin10g06140	5	9	5	12	8	4
gene:Bcin10g06150	79	108	49	61	48	47
gene:Bcin10g06160	0	0	0	1	1	0
gene:Bcin10g06170	3	1	3	1	1	4
gene:Bcin10g06180	0	0	1	0	0	0
gene:Bcin10g06190	0	0	0	0	0	0
gene:Bcin10g06200	0	0	0	0	0	0
gene:Bcin10g06210	0	1	0	1	0	0
gene:Bcin10g06220	4	3	3	8	14	12
gene:Bcin10g06230	0	0	0	0	0	0
gene:Bcin10g06240	0	0	0	0	0	0
gene:Bcin10g06250	0	0	1	0	2	0
gene:Bcin10g06260	1	2	0	2	1	3
gene:Bcin10g06270	9	7	5	5	5	4
gene:Bcin11g00010	7	9	16	43	21	20
gene:Bcin11g00020	21	21	18	36	36	23
gene:Bcin11g00030	0	0	0	2	0	0
gene:Bcin11g00040	0	0	0	0	0	0
gene:Bcin11g00050	0	0	1	1	2	1
gene:Bcin11g00060	111	83	55	69	33	40
gene:Bcin11g00070	0	0	0	0	0	0
gene:Bcin11g00080	3	5	1	4	6	3
gene:Bcin11g00090	74	88	73	47	78	54
gene:Bcin11g00100	288	302	209	233	188	156
gene:Bcin11g00110	0	1	0	0	0	0
gene:Bcin11g00120	422	461	399	348	336	262
gene:Bcin11g00130	1080	979	776	930	639	613
gene:Bcin11g00140	638	878	487	2484	3982	2736
gene:Bcin11g00150	1651	1933	1436	600	494	463
gene:Bcin11g00160	1269	1279	1676	3335	2461	2290
gene:Bcin11g00170	1808	2217	1686	1938	1336	1299
gene:Bcin11g00180	24	21	21	43	26	28
gene:Bcin11g00190	418	450	366	176	78	101
gene:Bcin11g00200	640	684	518	461	389	297
gene:Bcin11g00210	384	395	228	94	105	62
gene:EFBcG00000013363	0	0	0	0	0	0
gene:ENSRNA049536716	0	0	0	0	0	0
gene:Bcin11g00220	441	572	521	347	252	294
gene:Bcin11g00230	2512	2550	2311	2569	2164	2118
gene:Bcin11g00240	3	3	3	8	11	4
gene:Bcin11g00250	187	314	103	141	91	99
gene:Bcin11g00260	516	716	366	245	335	242
gene:Bcin11g00270	282	355	295	227	156	137
gene:Bcin11g00280	346	403	279	286	204	190
gene:Bcin11g00290	0	1	3	1	2	1
gene:Bcin11g00300	1	2	0	3	7	3
gene:Bcin11g00310	1	5	2	7	10	2
gene:Bcin11g00320	1693	1887	1468	2029	2100	1508
gene:Bcin11g00330	4582	5810	4261	10338	6683	4813
gene:Bcin11g00340	113	112	77	45	40	30
gene:Bcin11g00350	3607	4015	3060	1206	944	910
gene:Bcin11g00360	965	1272	915	732	550	514
gene:Bcin11g00370	1163	1196	1185	1169	962	818
gene:Bcin11g00380	444	527	815	389	216	193
gene:Bcin11g00390	270	310	266	104	94	66
gene:Bcin11g00400	97	114	63	28	25	26
gene:Bcin11g00410	685	825	433	179	163	124
gene:Bcin11g00420	340	444	305	341	261	253
gene:Bcin11g00430	129	136	97	78	65	48
gene:Bcin11g00440	1689	1784	1743	3540	1882	2214
gene:Bcin11g00450	127	201	157	91	110	88
gene:Bcin11g00460	348	363	293	317	204	213
gene:Bcin11g00470	1469	1740	1309	927	844	755
gene:Bcin11g00480	1717	1928	1532	1056	820	778
gene:Bcin11g00490	376	394	398	392	322	257
gene:Bcin11g00500	2605	2865	3764	5057	3259	3218
gene:Bcin11g00510	179	178	153	117	98	103
gene:Bcin11g00520	622	604	652	401	367	287
gene:Bcin11g00530	251	226	184	471	328	291
gene:Bcin11g00540	648	692	603	758	654	523
gene:Bcin11g00550	837	1019	895	417	289	241
gene:Bcin11g00560	1389	1528	1411	847	631	564
gene:Bcin11g00570	717	896	644	931	671	553
gene:Bcin11g00580	159	157	109	125	104	77
gene:Bcin11g00590	372	489	350	396	299	283
gene:Bcin11g00600	472	579	487	626	450	425
gene:Bcin11g00610	251	274	237	380	311	270
gene:Bcin11g00620	113	150	108	187	124	128
gene:Bcin11g00630	30	26	11	25	9	12
gene:Bcin11g00640	0	0	0	2	0	2
gene:Bcin11g00650	0	1	0	1	6	0
gene:Bcin11g00660	2	4	2	42	40	14
gene:Bcin11g00670	1	0	0	2	1	2
gene:Bcin11g00680	20	21	8	21	41	15
gene:Bcin11g00690	610	666	512	448	381	331
gene:Bcin11g00700	163	228	178	255	177	154
gene:Bcin11g00710	55	58	48	88	61	40
gene:Bcin11g00720	1	0	0	0	0	0
gene:Bcin11g00730	2217	2473	1526	1335	1179	905
gene:Bcin11g00740	663	748	685	703	651	401
gene:Bcin11g00750	2803	3093	2032	1894	1704	1241
gene:Bcin11g00760	1	3	2	2	5	1
gene:Bcin11g00770	1300	949	985	1501	1939	1642
gene:Bcin11g00780	127	135	110	333	336	201
gene:Bcin11g00790	1531	1781	1342	1377	1229	1055
gene:Bcin11g00800	278	257	302	1695	3151	743
gene:Bcin11g00810	267	306	277	1521	1682	1188
gene:Bcin11g00820	121	151	122	165	126	115
gene:Bcin11g00830	2756	3516	1811	2783	2748	2150
gene:Bcin11g00840	0	2	0	0	3	1
gene:Bcin11g00850	0	0	1	0	0	0
gene:Bcin11g00860	0	0	0	0	1	0
gene:Bcin11g00870	5	4	8	7	11	13
gene:Bcin11g00880	0	0	1	1	0	1
gene:Bcin11g00890	0	0	0	0	0	0
gene:Bcin11g00900	0	0	0	0	0	0
gene:Bcin11g00910	0	0	0	0	0	0
gene:Bcin11g00920	1	2	2	1	1	0
gene:Bcin11g00930	2715	2799	2382	1678	1240	1226
gene:Bcin11g00940	67	51	68	874	1913	1435
gene:Bcin11g00950	1	0	2	1	0	1
gene:Bcin11g00960	2232	2438	1865	1804	1614	1326
gene:Bcin11g00970	1938	2220	1845	2156	1237	1421
gene:Bcin11g00980	701	832	636	741	553	534
gene:Bcin11g00990	1994	2084	1957	2679	2253	1988
gene:Bcin11g01000	271	384	255	375	225	306
gene:Bcin11g01010	2	0	0	0	1	0
gene:Bcin11g01020	1218	1645	901	358	254	244
gene:Bcin11g01030	989	1037	1024	666	515	458
gene:EFBcG00000013126	6	3	4	10	1	0
gene:EFBcG00000013194	1	2	3	2	1	1
gene:Bcin11g01040	2146	1589	156	10048	24108	12664
gene:Bcin11g01050	1224	1696	772	3247	9650	4090
gene:Bcin11g01060	821	989	463	77	129	82
gene:Bcin11g01070	0	1	0	0	0	0
gene:Bcin11g01080	45	42	40	254	153	76
gene:Bcin11g01090	530	899	504	848	656	480
gene:Bcin11g01100	24	23	17	58	50	29
gene:Bcin11g01110	6	12	5	33	18	15
gene:Bcin11g01120	0	0	0	0	0	0
gene:Bcin11g01130	0	0	0	0	0	0
gene:Bcin11g01140	0	0	0	0	0	0
gene:Bcin11g01150	0	0	0	0	0	0
gene:Bcin11g01160	1	0	0	0	0	0
gene:Bcin11g01170	0	0	0	0	0	0
gene:Bcin11g01180	0	0	0	1	2	1
gene:Bcin11g01190	250	269	451	7160	13767	9659
gene:Bcin11g01200	143	131	108	327	469	292
gene:Bcin11g01210	0	1	1	0	2	0
gene:Bcin11g01220	922	975	909	1126	1284	900
gene:Bcin11g01230	317	304	225	1370	1355	1096
gene:Bcin11g01240	0	0	0	1	2	1
gene:Bcin11g01250	0	0	0	0	0	0
gene:Bcin11g01260	4	4	1	8	3	2
gene:Bcin11g01270	0	0	0	2	3	0
gene:Bcin11g01280	1705	1850	1472	3873	3280	2664
gene:Bcin11g01290	324	338	335	1289	1529	702
gene:Bcin11g01300	4	9	5	122	77	69
gene:Bcin11g01310	577	1046	346	2202	1579	1289
gene:Bcin11g01320	17	19	6	9	6	5
gene:Bcin11g01330	882	985	848	1506	1340	1195
gene:Bcin11g01340	181	168	47	173	69	59
gene:Bcin11g01350	400	521	239	231	135	150
gene:Bcin11g01360	68	50	57	507	555	523
gene:Bcin11g01370	139	139	47	74	45	43
gene:Bcin11g01380	18	27	9	27	13	17
gene:Bcin11g01390	4	5	1	8	6	9
gene:Bcin11g01400	4760	5224	4158	7249	7993	6908
gene:Bcin11g01410	15	22	12	26	24	26
gene:Bcin11g01420	17	19	12	16	11	7
gene:Bcin11g01430	2686	2109	2380	94	52	38
gene:Bcin11g01440	83	87	42	2	0	2
gene:Bcin11g01450	8	4	8	10	3	6
gene:Bcin11g01460	0	0	0	0	0	0
gene:Bcin11g01470	0	0	0	0	0	0
gene:Bcin11g01480	0	0	0	0	0	0
gene:Bcin11g01490	0	0	1	0	0	1
gene:Bcin11g01500	0	0	0	0	0	0
gene:Bcin11g01510	0	0	0	0	1	0
gene:Bcin11g01520	0	0	0	0	0	0
gene:Bcin11g01530	0	1	0	0	0	1
gene:Bcin11g01540	4	3	2	6	2	4
gene:Bcin11g01550	2	2	0	1	1	0
gene:Bcin11g01560	110	130	144	27	114	35
gene:Bcin11g01570	818	757	561	952	648	552
gene:Bcin11g01580	634	748	570	732	557	549
gene:Bcin11g01590	453	426	319	427	298	270
gene:Bcin11g01600	1122	1035	974	1058	1169	761
gene:Bcin11g01610	19	27	16	43	49	45
gene:Bcin11g01620	280	354	254	427	273	245
gene:Bcin11g01630	1238	1439	1109	809	552	575
gene:Bcin11g01640	1776	2005	1703	1605	1159	1044
gene:Bcin11g01650	680	715	632	547	447	404
gene:Bcin11g01660	1642	2098	1472	1446	1119	998
gene:Bcin11g01670	8412	9033	8231	4823	3743	3364
gene:Bcin11g01680	486	558	460	1284	1603	505
gene:Bcin11g01690	263	286	252	1674	2378	1846
gene:Bcin11g01700	64	68	77	272	194	154
gene:Bcin11g01710	0	0	0	0	0	1
gene:Bcin11g01720	680	816	651	668	856	557
gene:Bcin11g01730	1	6	4	9	16	7
gene:Bcin11g01740	0	0	0	0	0	0
gene:Bcin11g01750	645	719	543	516	417	398
gene:Bcin11g01760	814	901	744	657	517	541
gene:Bcin11g01770	4	5	2	7	9	2
gene:Bcin11g01780	2	0	1	2	1	2
gene:Bcin11g01790	431	528	364	791	653	449
gene:Bcin11g01800	186	235	136	288	297	206
gene:Bcin11g01810	1694	1892	933	223	94	133
gene:Bcin11g01820	9	4	8	3	5	2
gene:Bcin11g01830	2124	2277	2211	2444	1823	1583
gene:Bcin11g01840	11	6	5	11	4	5
gene:Bcin11g01850	0	0	0	0	0	1
gene:Bcin11g01860	298	435	313	803	643	576
gene:Bcin11g01870	767	875	815	1038	1036	687
gene:Bcin11g01880	1380	1586	1549	1469	1179	1039
gene:Bcin11g01890	40	45	57	121	89	102
gene:Bcin11g01900	194	188	174	180	137	130
gene:Bcin11g01910	367	388	370	138	150	151
gene:Bcin11g01920	2503	2777	2297	2075	1519	1286
gene:Bcin11g01930	1226	1524	1235	1274	1153	856
gene:Bcin11g01940	386	395	367	598	850	348
gene:Bcin11g01950	1627	1635	1597	1418	1776	916
gene:Bcin11g01960	329	406	325	335	220	176
gene:Bcin11g01970	626	738	568	362	251	246
gene:Bcin11g01980	81	113	65	61	50	49
gene:Bcin11g01990	23	23	23	41	26	14
gene:Bcin11g02000	19	23	7	24	37	24
gene:Bcin11g02010	17	26	20	10	26	10
gene:Bcin11g02020	1	0	0	3	1	1
gene:Bcin11g02030	1398	1295	1137	812	1216	593
gene:Bcin11g02040	3932	5026	2410	345	382	334
gene:Bcin11g02050	1778	2406	2219	326	302	235
gene:Bcin11g02060	469	723	381	744	966	519
gene:Bcin11g02070	540	604	680	458	558	370
gene:Bcin11g02080	0	0	0	0	0	0
gene:Bcin11g02090	5	2	2	0	1	2
gene:Bcin11g02100	95	99	84	88	62	57
gene:Bcin11g02110	4230	4128	3112	5980	3931	3900
gene:Bcin11g02120	329	325	289	220	182	157
gene:Bcin11g02130	3671	4155	3270	4732	4066	3559
gene:Bcin11g02140	39	31	25	847	148	174
gene:Bcin11g02150	6	7	8	2	5	1
gene:Bcin11g02160	3	2	0	3	3	0
gene:Bcin11g02170	3	1	0	6	2	2
gene:EFBcG00000013168	0	0	0	0	0	0
gene:ENSRNA049536514	0	0	0	0	0	0
gene:Bcin11g02180	2175	2476	1898	50	37	32
gene:Bcin11g02190	2026	2319	2092	2741	3050	2152
gene:Bcin11g02200	498	597	487	505	388	283
gene:EFBcG00000013283	0	0	0	0	0	0
gene:ENSRNA049536686	0	0	0	0	0	0
gene:Bcin11g02210	1	0	0	0	0	0
gene:Bcin11g02220	935	1098	804	1065	726	609
gene:Bcin11g02230	917	1099	624	406	411	279
gene:Bcin11g02240	242	204	238	280	273	251
gene:Bcin11g02250	946	872	604	1079	696	602
gene:Bcin11g02260	29	33	20	22	8	13
gene:Bcin11g02270	7	5	4	2	0	4
gene:Bcin11g02280	429	505	262	202	191	172
gene:Bcin11g02290	134	130	91	233	225	160
gene:Bcin11g02300	128	202	86	240	316	136
gene:Bcin11g02310	872	1081	782	1372	1163	788
gene:Bcin11g02320	527	713	570	832	600	589
gene:Bcin11g02330	5710	6678	5363	4006	2868	2523
gene:Bcin11g02340	969	1098	991	756	633	427
gene:Bcin11g02350	210	202	139	232	190	159
gene:Bcin11g02360	63	65	60	69	44	41
gene:Bcin11g02370	26	53	27	41	11	17
gene:Bcin11g02380	0	0	0	0	0	0
gene:Bcin11g02390	0	0	0	0	0	0
gene:Bcin11g02400	0	0	0	0	0	0
gene:Bcin11g02410	1064	1271	950	1728	2207	1316
gene:Bcin11g02420	1278	1121	1603	552	442	257
gene:Bcin11g02430	654	737	677	1093	1205	614
gene:Bcin11g02440	4041	4456	3249	3387	3401	2416
gene:Bcin11g02450	217	208	120	85	56	44
gene:Bcin11g02460	1	0	1	0	0	0
gene:Bcin11g02470	0	0	0	0	0	0
gene:Bcin11g02480	16	26	22	12	16	12
gene:Bcin11g02490	8622	10931	7477	16445	15339	13736
gene:Bcin11g02500	394	416	344	598	459	418
gene:Bcin11g02510	16	23	16	20	9	11
gene:Bcin11g02520	4236	3986	3447	3013	5119	3966
gene:Bcin11g02530	22	22	19	10	19	18
gene:Bcin11g02540	0	0	0	0	0	0
gene:Bcin11g02550	4	6	4	16	8	7
gene:Bcin11g02560	49	49	40	61	60	32
gene:Bcin11g02570	545	688	480	317	299	278
gene:Bcin11g02580	1003	1074	946	721	575	487
gene:Bcin11g02590	1247	1420	1310	1298	891	841
gene:Bcin11g02600	373	429	322	300	272	222
gene:Bcin11g02610	6528	7122	5783	6883	4391	4924
gene:EFBcG00000013191	5	3	1	10	2	0
gene:Bcin11g02620	10	15	1	834	386	292
gene:Bcin11g02630	224	235	61	244	387	322
gene:Bcin11g02640	39	26	8	57	86	87
gene:Bcin11g02650	201	237	65	17	43	28
gene:Bcin11g02660	265	278	69	46	144	73
gene:Bcin11g02670	701	945	282	404	839	595
gene:Bcin11g02680	158	200	53	23	58	29
gene:Bcin11g02690	65	122	23	12	14	7
gene:Bcin11g02700	831	875	390	151	306	224
gene:Bcin11g02710	4359	4959	4686	2580	2160	1818
gene:Bcin11g02720	8558	7807	9193	3322	6954	4103
gene:Bcin11g02730	10433	7522	10399	3850	9165	4381
gene:Bcin11g02740	6	2	1	10	4	4
gene:Bcin11g02750	121	137	124	184	163	122
gene:Bcin11g02760	2	5	4	0	8	5
gene:Bcin11g02770	257	300	313	937	1227	881
gene:Bcin11g02780	15	18	19	19	10	16
gene:Bcin11g02790	6	6	3	16	14	5
gene:Bcin11g02800	229	284	195	433	449	249
gene:Bcin11g02810	37	47	40	108	161	69
gene:Bcin11g02820	878	1141	1021	1475	1469	744
gene:Bcin11g02830	19	26	12	16	14	7
gene:Bcin11g02840	425	438	390	362	292	268
gene:Bcin11g02850	14	8	12	20	6	13
gene:Bcin11g02860	0	0	0	0	0	0
gene:Bcin11g02870	0	2	1	2	6	0
gene:Bcin11g02880	6	8	1	13	4	5
gene:EFBcG00000013130	0	0	0	0	0	0
gene:ENSRNA049536654	0	0	0	0	0	0
gene:Bcin11g02890	259	266	180	185	137	92
gene:Bcin11g02900	55226	48458	23318	230	257	191
gene:Bcin11g02910	1044	1135	961	1065	1178	896
gene:Bcin11g02920	191	242	191	1069	1364	450
gene:Bcin11g02930	135	175	186	149	126	70
gene:Bcin11g02940	2890	2999	2543	4225	3754	3178
gene:Bcin11g02950	1940	1985	1571	1566	1494	1073
gene:Bcin11g02960	2097	2292	1258	3300	4347	2507
gene:Bcin11g02970	2	1	0	0	2	0
gene:Bcin11g02980	23	31	21	30	36	46
gene:Bcin11g02990	144	145	124	85	82	76
gene:Bcin11g03000	567	705	581	282	216	214
gene:Bcin11g03010	36	41	34	45	30	20
gene:Bcin11g03020	4111	4472	4128	1910	1242	1083
gene:Bcin11g03030	326	428	305	315	264	235
gene:Bcin11g03040	2708	2636	2652	4152	3064	2949
gene:Bcin11g03050	140	86	32	14	12	10
gene:Bcin11g03060	130	109	82	121	153	118
gene:EFBcG00000013093	0	0	0	0	0	0
gene:ENSRNA049536527	0	0	0	0	0	0
gene:Bcin11g03070	2	6	4	4	2	1
gene:Bcin11g03080	3038	3307	2883	4097	4353	2573
gene:Bcin11g03090	19171	21117	18396	19314	17487	14091
gene:Bcin11g03100	1138	1272	1069	1030	723	756
gene:Bcin11g03110	1235	1284	1238	589	440	376
gene:Bcin11g03120	426	517	350	397	286	327
gene:Bcin11g03130	797	818	612	1038	714	646
gene:Bcin11g03140	673	698	513	552	394	409
gene:Bcin11g03150	1312	1535	1002	472	326	343
gene:Bcin11g03160	304	333	310	269	248	187
gene:Bcin11g03170	51	54	33	19	23	15
gene:Bcin11g03180	192	216	197	127	180	126
gene:Bcin11g03190	860	1073	748	651	639	522
gene:Bcin11g03200	1453	1675	1272	3426	3596	1755
gene:Bcin11g03210	670	661	639	673	530	494
gene:Bcin11g03220	377	480	386	432	321	327
gene:Bcin11g03230	10	9	9	149	70	74
gene:Bcin11g03240	1	0	0	0	0	0
gene:Bcin11g03250	48	53	55	2078	1655	376
gene:Bcin11g03260	2093	2452	1180	1038	1211	648
gene:Bcin11g03270	1028	1119	960	1116	777	734
gene:Bcin11g03280	17413	17796	16056	28209	23659	21320
gene:Bcin11g03290	429	479	397	389	241	222
gene:Bcin11g03300	516	556	502	543	606	353
gene:Bcin11g03310	1714	1871	1323	926	922	748
gene:Bcin11g03320	1684	1998	1554	1579	1160	1155
gene:Bcin11g03330	134	126	114	429	428	243
gene:Bcin11g03340	9	12	21	21	36	19
gene:Bcin11g03350	28	33	19	31	32	32
gene:Bcin11g03360	1225	1373	1005	1336	1637	1412
gene:Bcin11g03370	159	186	147	58	34	38
gene:Bcin11g03380	19	11	10	27	16	10
gene:Bcin11g03390	33	45	40	74	107	75
gene:Bcin11g03400	1179	1357	1094	811	842	725
gene:Bcin11g03410	1314	1526	1266	1095	818	726
gene:Bcin11g03420	125	127	100	128	119	110
gene:Bcin11g03430	2222	2466	1973	2837	2389	1948
gene:Bcin11g03440	657	781	527	471	394	420
gene:Bcin11g03450	887	923	574	384	265	266
gene:Bcin11g03460	1165	1293	921	573	769	786
gene:Bcin11g03470	328	373	348	342	281	265
gene:Bcin11g03480	0	1	0	3	0	0
gene:Bcin11g03490	1	1	0	1	1	1
gene:Bcin11g03500	1702	1866	1570	1297	1978	1466
gene:Bcin11g03510	2	1	1	3	4	0
gene:EFBcG00000013377	0	0	0	0	0	0
gene:ENSRNA049536558	0	0	0	0	0	0
gene:Bcin11g03520	9046	11877	11016	20210	12556	12163
gene:Bcin11g03530	326	378	278	465	344	281
gene:Bcin11g03540	151	149	133	207	163	163
gene:Bcin11g03550	435	564	442	471	353	383
gene:Bcin11g03560	817	904	716	877	704	651
gene:Bcin11g03570	66	86	116	271	271	161
gene:Bcin11g03580	711	706	985	897	1305	1213
gene:Bcin11g03590	0	3	0	6	6	5
gene:Bcin11g03600	0	1	0	2	2	0
gene:Bcin11g03610	167	159	125	134	108	114
gene:Bcin11g03620	1336	1533	1140	949	1026	718
gene:Bcin11g03630	349	392	310	296	214	189
gene:Bcin11g03640	18	26	9	30	13	22
gene:Bcin11g03650	606	777	506	681	669	530
gene:Bcin11g03660	408	471	399	336	329	277
gene:Bcin11g03670	66	71	62	140	149	93
gene:Bcin11g03680	553	527	517	404	388	349
gene:Bcin11g03690	17	23	10	7	4	2
gene:Bcin11g03700	97	111	88	73	30	34
gene:Bcin11g03710	1306	989	657	255	424	288
gene:Bcin11g03720	527	572	554	478	400	349
gene:Bcin11g03730	774	832	709	700	569	477
gene:Bcin11g03740	3951	4072	3257	3940	2944	2677
gene:Bcin11g03750	2403	2674	2105	2173	1975	1463
gene:Bcin11g03760	7	7	8	11	5	13
gene:Bcin11g03770	58	60	39	46	45	17
gene:Bcin11g03790	2	1	1	20	4	0
gene:Bcin11g03800	5	6	12	75	29	12
gene:Bcin11g03810	444	454	423	482	511	320
gene:Bcin11g03820	502	535	384	311	282	226
gene:Bcin11g03830	892	1003	809	760	601	449
gene:Bcin11g03840	447	354	392	237	217	169
gene:Bcin11g03850	111	118	101	78	52	57
